Date,Open,High,Low,Close,Adj Close,Volume,Stock,Predicted_Cluster_Sentiment,Predicted_Reference_Sentiment,StockSentiment
2021-01-27,27.739999771118164,28.079999923706055,24.209999084472656,24.440000534057617,24.440000534057617,6286200,STEM,0.0,0.0,0.0
2021-01-28,27.010000228881836,30.290000915527344,25.1200008392334,28.239999771118164,28.239999771118164,5087900,STEM,0.07236208709145389,0.0,0.021708626127436167
2021-01-29,28.59000015258789,30.59000015258789,26.299999237060547,27.100000381469727,27.100000381469727,4158500,STEM,0.6588582976596624,0.0,0.19765748929789873
2021-02-01,28.190000534057617,34.34000015258789,27.799999237060547,33.38999938964844,33.38999938964844,9054100,STEM,1.0,0.0,0.3
2021-02-02,34.400001525878906,36.88999938964844,32.65999984741211,34.93000030517578,34.93000030517578,5540400,STEM,0.8909880908403259,0.0,0.2672964272520978
2021-02-03,35.93000030517578,37.93000030517578,34.790000915527344,35.45000076293945,35.45000076293945,4110200,STEM,0.5932151212904816,0.0,0.17796453638714446
2021-02-04,35.849998474121094,36.599998474121094,34.150001525878906,34.810001373291016,34.810001373291016,1854800,STEM,0.07236208709145389,0.0,0.021708626127436167
2021-02-05,35.939998626708984,36.698001861572266,33.56999969482422,34.04999923706055,34.04999923706055,2497100,STEM,0.07236208709145389,0.0,0.021708626127436167
2021-02-08,34.93000030517578,40.35499954223633,33.0,39.650001525878906,39.650001525878906,4424200,STEM,0.07236208709145389,0.0,0.021708626127436167
2021-02-09,42.189998626708984,42.79999923706055,37.900001525878906,42.2599983215332,42.2599983215332,5264200,STEM,0.11513360423593155,0.0,0.03454008127077946
2021-02-10,43.0,43.0,37.029998779296875,39.0,39.0,4320100,STEM,0.14094512801568587,0.0,0.04228353840470576
2021-02-11,40.310001373291016,40.54999923706055,36.93000030517578,37.5,37.5,3261000,STEM,0.06106502781789078,0.0,0.018319508345367233
2021-02-12,36.459999084472656,39.08000183105469,36.0099983215332,39.08000183105469,39.08000183105469,2420100,STEM,0.11703420546837776,0.0,0.03511026164051333
2021-02-16,44.0099983215332,47.349998474121094,41.75,47.189998626708984,47.189998626708984,9097200,STEM,0.05827044523017927,0.0,0.01748113356905378
2021-02-17,45.25,51.4900016784668,45.0,49.970001220703125,49.970001220703125,6100800,STEM,0.07236208709145389,0.0,0.021708626127436167
2021-02-18,47.630001068115234,48.0,43.5,43.75,43.75,4364000,STEM,0.06328845182137414,0.0,0.018986535546412244
2021-02-19,45.97999954223633,48.45000076293945,44.209999084472656,46.400001525878906,46.400001525878906,2871700,STEM,0.12013606698682432,0.0,0.036040820096047296
2021-02-22,46.529998779296875,47.29999923706055,41.70000076293945,42.25,42.25,4020800,STEM,0.06787224186559244,0.0,0.020361672559677732
2021-02-23,38.029998779296875,40.27199935913086,34.29999923706055,38.5099983215332,38.5099983215332,5109200,STEM,0.06310799162664699,0.0,0.018932397487994097
2021-02-24,38.95000076293945,39.349998474121094,34.08000183105469,36.029998779296875,36.029998779296875,5846600,STEM,0.08554437659807182,0.0,0.025663312979421544
2021-02-25,35.56999969482422,37.4900016784668,30.56999969482422,31.90999984741211,31.90999984741211,6191400,STEM,0.27313446619874404,0.0,0.0819403398596232
2021-02-26,33.33000183105469,34.88999938964844,30.5,34.18000030517578,34.18000030517578,4437300,STEM,0.1903666718304992,0.0,0.05711000154914976
2021-03-01,35.880001068115234,36.220001220703125,33.599998474121094,35.43000030517578,35.43000030517578,3126000,STEM,0.07236208709145389,0.0,0.021708626127436167
2021-03-02,35.5,36.45000076293945,31.549999237060547,32.040000915527344,32.040000915527344,3036600,STEM,0.07236208709145389,0.0,0.021708626127436167
2021-03-03,32.040000915527344,32.97700119018555,27.916000366210938,28.020000457763672,28.020000457763672,5621100,STEM,0.055467866698010786,0.0,0.016640360009403235
2021-03-04,28.729999542236328,29.079999923706055,23.270000457763672,26.40999984741211,26.40999984741211,7268100,STEM,0.0411631220644889,0.0,0.012348936619346669
2021-03-05,27.18000030517578,27.40999984741211,20.219999313354492,24.670000076293945,24.670000076293945,11442100,STEM,0.08103244872910137,0.0,0.02430973461873041
2021-03-08,25.0,27.170000076293945,23.639999389648438,25.010000228881836,25.010000228881836,3884800,STEM,0.07236208709145389,0.0,0.021708626127436167
2021-03-09,26.8799991607666,28.170000076293945,25.610000610351562,26.56999969482422,26.56999969482422,4617400,STEM,0.18409062923285313,0.0,0.05522718876985594
2021-03-10,27.799999237060547,31.200000762939453,27.040000915527344,31.139999389648438,31.139999389648438,4897600,STEM,0.23599310429750034,0.0,0.0707979312892501
2021-03-11,33.75,35.150001525878906,31.760000228881836,33.88999938964844,33.88999938964844,4380100,STEM,0.0903829577638222,0.0,0.02711488732914666
2021-03-12,30.860000610351562,35.83000183105469,30.030000686645508,35.43000030517578,35.43000030517578,3387600,STEM,0.13522261508962655,0.0,0.040566784526887965
2021-03-15,34.150001525878906,35.310001373291016,32.68000030517578,34.2400016784668,34.2400016784668,2531000,STEM,0.08311784263021796,0.0,0.024935352789065387
2021-03-16,33.0,35.04999923706055,29.350000381469727,30.860000610351562,30.860000610351562,4046000,STEM,0.05589564972645875,0.0,0.016768694917937626
2021-03-17,29.010000228881836,32.29999923706055,28.450000762939453,31.989999771118164,31.989999771118164,2606700,STEM,0.03552518162787835,0.0,0.010657554488363504
2021-03-18,30.799999237060547,31.200000762939453,29.28499984741211,29.809999465942383,29.809999465942383,2230500,STEM,0.07236208709145389,0.0,0.021708626127436167
2021-03-19,29.1299991607666,30.75,28.75,29.969999313354492,29.969999313354492,2298400,STEM,0.07236208709145389,0.0,0.021708626127436167
2021-03-22,29.670000076293945,30.270000457763672,28.5,28.899999618530273,28.899999618530273,1953400,STEM,0.07236208709145389,0.0,0.021708626127436167
2021-03-23,28.639999389648438,28.889999389648438,26.729999542236328,27.3700008392334,27.3700008392334,2324100,STEM,0.07236208709145389,0.0,0.021708626127436167
2021-03-24,28.0,28.0,24.489999771118164,24.6200008392334,24.6200008392334,3331400,STEM,0.07236208709145389,0.0,0.021708626127436167
2021-03-25,22.959999084472656,28.450000762939453,21.68000030517578,28.440000534057617,28.440000534057617,4641800,STEM,0.07236208709145389,0.0,0.021708626127436167
2021-03-26,27.309999465942383,29.333999633789062,25.40999984741211,27.399999618530273,27.399999618530273,2204800,STEM,0.07236208709145389,0.0,0.021708626127436167
2021-03-29,26.260000228881836,27.100000381469727,25.239999771118164,25.729999542236328,25.729999542236328,1468600,STEM,0.10601556224016513,0.0,0.031804668672049535
2021-03-30,24.450000762939453,27.850000381469727,23.709999084472656,27.600000381469727,27.600000381469727,2453200,STEM,0.063239924710187,0.0,0.018971977413056097
2021-03-31,27.780000686645508,28.469999313354492,26.260000228881836,26.579999923706055,26.579999923706055,2451700,STEM,0.034947607906603104,0.0,0.010484282371980931
2021-04-01,28.489999771118164,29.200000762939453,26.510000228881836,26.950000762939453,26.950000762939453,2627900,STEM,0.027845876571402993,0.0,0.008353762971420898
2021-04-05,27.56999969482422,27.690000534057617,25.549999237060547,25.920000076293945,25.920000076293945,2287600,STEM,0.04592574349993388,0.0,0.013777723049980163
2021-04-06,25.899999618530273,26.799999237060547,25.559999465942383,26.0,26.0,1376600,STEM,0.02839406911637947,0.0,0.00851822073491384
2021-04-07,26.190000534057617,26.67799949645996,25.260000228881836,25.510000228881836,25.510000228881836,1230700,STEM,0.045726653595142705,0.0,0.01371799607854281
2021-04-08,25.989999771118164,31.5,25.399999618530273,29.170000076293945,29.170000076293945,11823500,STEM,0.053051758814595916,0.0,0.015915527644378775
2021-04-09,29.489999771118164,31.25,27.799999237060547,31.139999389648438,31.139999389648438,3520200,STEM,0.03608216424257524,0.0,0.01082464927277257
2021-04-12,31.0,31.163000106811523,28.5,30.1200008392334,30.1200008392334,2477000,STEM,0.07236208709145389,0.0,0.021708626127436167
2021-04-13,29.200000762939453,29.650999069213867,27.0,27.040000915527344,27.040000915527344,2482500,STEM,0.07236208709145389,0.0,0.021708626127436167
2021-04-14,27.889999389648438,28.25,26.350000381469727,26.610000610351562,26.610000610351562,1750900,STEM,0.05684849977424784,0.0,0.017054549932274354
2021-04-15,27.469999313354492,28.030000686645508,25.270000457763672,26.110000610351562,26.110000610351562,1839000,STEM,0.028990096223195594,0.0,0.008697028866958677
2021-04-16,26.110000610351562,26.5,25.049999237060547,26.229999542236328,26.229999542236328,1891700,STEM,0.02843028604127281,0.0,0.008529085812381843
2021-04-19,26.309999465942383,26.600000381469727,23.6200008392334,24.43000030517578,24.43000030517578,2288600,STEM,0.10936373071578098,0.0,0.03280911921473429
2021-04-20,24.110000610351562,24.611000061035156,21.690000534057617,22.989999771118164,22.989999771118164,3342100,STEM,0.028851126708533438,0.0,0.008655338012560031
2021-04-21,23.18000030517578,24.68000030517578,22.0,23.700000762939453,23.700000762939453,1887800,STEM,0.04048562785171578,0.0,0.012145688355514732
2021-04-22,25.0,25.200000762939453,23.149999618530273,23.84000015258789,23.84000015258789,1669100,STEM,0.03447851249846078,0.0,0.010343553749538234
2021-04-23,24.200000762939453,26.299999237060547,24.149999618530273,25.860000610351562,25.860000610351562,1449900,STEM,0.1066101773180643,0.0,0.03198305319541929
2021-04-26,26.899999618530273,26.899999618530273,25.059999465942383,26.0,26.0,1364500,STEM,0.07236208709145389,0.0,0.021708626127436167
2021-04-27,26.170000076293945,27.1200008392334,25.350000381469727,25.8700008392334,25.8700008392334,1147200,STEM,0.044101483579380395,0.0,0.013230445073814118
2021-04-28,26.25,26.979999542236328,25.579999923706055,26.610000610351562,26.610000610351562,1031500,STEM,0.06768167185603463,0.0,0.02030450155681039
2021-04-29,27.0,28.18000030517578,24.079999923706055,27.049999237060547,27.049999237060547,2257700,STEM,0.07477185349368579,0.0,0.022431556048105736
2021-04-30,27.450000762939453,27.450000762939453,25.1299991607666,25.389999389648438,25.389999389648438,2009500,STEM,0.04338345932406499,0.0,0.013015037797219497
2021-05-03,26.329999923706055,26.389999389648438,23.280000686645508,23.709999084472656,23.709999084472656,2112600,STEM,0.0503068177153881,0.0,0.015092045314616429
2021-05-04,23.239999771118164,23.389999389648438,20.649999618530273,22.959999084472656,22.959999084472656,4368100,STEM,0.028786821546333927,0.0,0.008636046463900178
2021-05-05,23.06999969482422,23.270000457763672,21.40999984741211,22.459999084472656,22.459999084472656,1699600,STEM,0.043355610034590465,0.0,0.01300668301037714
2021-05-06,21.489999771118164,22.030000686645508,20.299999237060547,20.81999969482422,20.81999969482422,1944100,STEM,0.0253778783401059,0.0,0.00761336350203177
2021-05-07,20.93000030517578,21.5,19.399999618530273,20.040000915527344,20.040000915527344,2290900,STEM,0.03516663407143426,0.0,0.010549990221430279
2021-05-10,19.950000762939453,20.049999237060547,18.68000030517578,19.3700008392334,19.3700008392334,2233200,STEM,0.03473327983219326,0.0,0.010419983949657976
2021-05-11,18.100000381469727,19.600000381469727,18.0,19.540000915527344,19.540000915527344,2179000,STEM,0.05795673767598409,0.0,0.017387021302795225
2021-05-12,18.84000015258789,19.450000762939453,18.0,18.200000762939453,18.200000762939453,1448700,STEM,0.042386251693141246,0.0,0.012715875507942374
2021-05-13,18.34000015258789,18.790000915527344,16.0,16.3799991607666,16.3799991607666,3381800,STEM,0.10514875550772823,0.0,0.03154462665231847
2021-05-14,16.989999771118164,18.8700008392334,16.899999618530273,18.040000915527344,18.040000915527344,1895200,STEM,0.04065298080813412,0.0,0.012195894242440235
2021-05-17,19.0,19.639999389648438,18.219999313354492,19.450000762939453,19.450000762939453,1801800,STEM,0.07591067457644306,0.0,0.022773202372932917
2021-05-18,19.989999771118164,20.510000228881836,18.829999923706055,19.280000686645508,19.280000686645508,2587600,STEM,0.04927312631739065,0.0,0.014781937895217194
2021-05-19,18.399999618530273,19.569000244140625,18.299999237060547,18.959999084472656,18.959999084472656,1027800,STEM,0.05649550547962075,0.0,0.016948651643886224
2021-05-20,19.510000228881836,21.489999771118164,19.5,20.530000686645508,20.530000686645508,2156600,STEM,0.026293487472565685,0.0,0.007888046241769706
2021-05-21,21.3799991607666,22.649999618530273,21.100000381469727,22.09000015258789,22.09000015258789,2479200,STEM,0.020491350376832463,0.0,0.006147405113049739
2021-05-24,23.5,24.729999542236328,23.200000762939453,24.479999542236328,24.479999542236328,2172800,STEM,0.02728815944552923,0.0,0.008186447833658768
2021-05-25,25.5,25.959999084472656,23.299999237060547,25.729999542236328,25.729999542236328,2693800,STEM,0.0314803809768555,0.0,0.00944411429305665
2021-05-26,26.0,28.0,25.61400032043457,26.950000762939453,26.950000762939453,1921800,STEM,0.03136385695763345,0.0,0.009409157087290034
2021-05-27,26.350000381469727,26.5,24.799999237060547,26.0,26.0,2326500,STEM,0.04551353092173189,0.0,0.013654059276519566
2021-05-28,26.0,26.65999984741211,25.170000076293945,25.34000015258789,25.34000015258789,1510600,STEM,0.06972047777367321,0.0,0.020916143332101962
2021-06-01,26.059999465942383,28.049999237060547,25.280000686645508,27.649999618530273,27.649999618530273,2619700,STEM,0.08804334441571236,0.0,0.026413003324713708
2021-06-02,28.1299991607666,30.049999237060547,27.299999237060547,29.90999984741211,29.90999984741211,2726000,STEM,0.1372060091121783,0.0,0.04116180273365349
2021-06-03,30.079999923706055,31.399999618530273,29.070999145507812,31.110000610351562,31.110000610351562,3036200,STEM,0.12111457068974618,0.0,0.03633437120692385
2021-06-04,31.290000915527344,32.400001525878906,30.739999771118164,32.20000076293945,32.20000076293945,2530100,STEM,0.13360423593153556,0.0,0.040081270779460665
2021-06-07,32.16999816894531,35.0,31.25,34.099998474121094,34.099998474121094,4071000,STEM,0.07459293569378536,0.0,0.02237788070813561
2021-06-08,34.34000015258789,34.45000076293945,30.15999984741211,31.049999237060547,31.049999237060547,3470500,STEM,0.095699287408383,0.0,0.0287097862225149
2021-06-09,31.579999923706055,32.099998474121094,30.309999465942383,30.84000015258789,30.84000015258789,2145400,STEM,0.11162338461932109,0.0,0.03348701538579633
2021-06-10,31.84000015258789,32.279998779296875,29.5,31.139999389648438,31.139999389648438,2078800,STEM,0.0564712401399422,0.0,0.01694137204198266
2021-06-11,31.200000762939453,33.41999816894531,31.030000686645508,33.2599983215332,33.2599983215332,2339800,STEM,0.06702921589645143,0.0,0.020108764768935427
2021-06-14,33.400001525878906,35.5,32.68000030517578,35.47999954223633,35.47999954223633,3191700,STEM,0.11126356711875739,0.0,0.033379070135627215
2021-06-15,34.27000045776367,35.0,31.110000610351562,31.579999923706055,31.579999923706055,5113900,STEM,0.05990533531217529,0.0,0.017971600593652586
2021-06-16,32.540000915527344,32.790000915527344,31.200000762939453,31.950000762939453,31.950000762939453,5404000,STEM,0.06103517629191807,0.0,0.01831055288757542
2021-06-17,32.02000045776367,35.150001525878906,31.899999618530273,35.11000061035156,35.11000061035156,6179500,STEM,0.04720827218056624,0.0,0.01416248165416987
2021-06-18,33.95000076293945,35.900001525878906,33.70000076293945,35.09000015258789,35.09000015258789,11863100,STEM,0.04624054679466576,0.0,0.013872164038399727
2021-06-21,34.439998626708984,34.77000045776367,32.5099983215332,33.189998626708984,33.189998626708984,4221100,STEM,0.08409569960233819,0.0,0.025228709880701455
2021-06-22,33.369998931884766,35.79999923706055,32.138999938964844,35.63999938964844,35.63999938964844,5324100,STEM,0.0456703471110564,0.0,0.01370110413331692
2021-06-23,35.9900016784668,36.93000030517578,35.099998474121094,35.65999984741211,35.65999984741211,4182600,STEM,0.04269794360300456,0.0,0.012809383080901368
2021-06-24,36.0,36.5,34.369998931884766,35.040000915527344,35.040000915527344,3503500,STEM,0.06670976480728975,0.0,0.020012929442186925
2021-06-25,35.0,35.20000076293945,33.90999984741211,34.20000076293945,34.20000076293945,9744900,STEM,0.060020498779489645,0.0,0.018006149633846894
2021-06-28,34.400001525878906,34.880001068115234,33.29999923706055,34.689998626708984,34.689998626708984,2660100,STEM,0.07092380522376829,0.0,0.021277141567130484
2021-06-29,36.75,37.27000045776367,35.45000076293945,36.810001373291016,36.810001373291016,3881600,STEM,0.07256060902380902,0.0,0.021768182707142706
2021-06-30,36.5,36.7400016784668,35.29999923706055,36.0099983215332,36.0099983215332,2189200,STEM,0.034061097092910414,0.0,0.010218329127873124
2021-07-01,36.38999938964844,37.790000915527344,35.900001525878906,37.0,37.0,4067600,STEM,0.024028923641040378,0.0,0.007208677092312113
2021-07-02,37.2400016784668,37.59000015258789,35.61000061035156,36.380001068115234,36.380001068115234,1938300,STEM,0.03087673931781801,0.0,0.009263021795345402
2021-07-06,36.59000015258789,36.59000015258789,35.27000045776367,35.970001220703125,35.970001220703125,1657200,STEM,0.03456246991525899,0.0,0.010368740974577698
2021-07-07,36.36000061035156,36.75,34.0099983215332,34.11000061035156,34.11000061035156,2839200,STEM,0.024738016980351676,0.0,0.007421405094105503
2021-07-08,33.0,33.66999816894531,31.809999465942383,32.68000030517578,32.68000030517578,2789300,STEM,0.05575668021179659,0.0,0.016727004063538976
2021-07-09,33.31999969482422,33.31999969482422,31.719999313354492,32.119998931884766,32.119998931884766,2124300,STEM,0.05054597598420662,0.0,0.015163792795261985
2021-07-12,31.90999984741211,32.29999923706055,30.610000610351562,31.270000457763672,31.270000457763672,2297600,STEM,0.04272078363144536,0.0,0.012816235089433607
2021-07-13,31.020000457763672,31.069000244140625,28.65999984741211,29.040000915527344,29.040000915527344,3487700,STEM,0.047050458588049314,0.0,0.014115137576414794
2021-07-14,29.1299991607666,29.329999923706055,26.450000762939453,26.850000381469727,26.850000381469727,3551900,STEM,0.02584309750914849,0.0,0.007752929252744546
2021-07-15,26.639999389648438,27.799999237060547,25.65999984741211,26.420000076293945,26.420000076293945,3207400,STEM,0.024143754287825222,0.0,0.007243126286347566
2021-07-16,27.0,27.139999389648438,25.479999542236328,25.979999542236328,25.979999542236328,2492600,STEM,0.02320669110473322,0.0,0.006962007331419966
2021-07-19,25.0,27.43000030517578,24.799999237060547,26.84000015258789,26.84000015258789,3718800,STEM,0.05632402504708872,0.0,0.016897207514126617
2021-07-20,27.0,27.25,25.709999084472656,26.469999313354492,26.469999313354492,2281000,STEM,0.027174217237017392,0.0,0.008152265171105217
2021-07-21,26.6200008392334,29.139999389648438,26.600000381469727,28.34000015258789,28.34000015258789,2271700,STEM,0.026205208718138164,0.0,0.007861562615441449
2021-07-22,28.600000381469727,29.31999969482422,27.450000762939453,28.0,28.0,1413400,STEM,0.023923865815258502,0.0,0.0071771597445775505
2021-07-23,28.1200008392334,28.1200008392334,26.6200008392334,26.950000762939453,26.950000762939453,1500500,STEM,0.0296057839463824,0.0,0.00888173518391472
2021-07-26,26.899999618530273,28.0,26.510000228881836,27.040000915527344,27.040000915527344,1214900,STEM,0.02508927471986209,0.0,0.007526782415958626
2021-07-27,26.559999465942383,26.84000015258789,24.809999465942383,26.110000610351562,26.110000610351562,2270000,STEM,0.029758239954028654,0.0,0.008927471986208595
2021-07-28,26.350000381469727,27.780000686645508,26.020000457763672,27.260000228881836,27.260000228881836,2277800,STEM,0.0283876018083628,0.0,0.00851628054250884
2021-07-29,27.739999771118164,27.989999771118164,26.940000534057617,27.350000381469727,27.350000381469727,962200,STEM,0.037900121320761204,0.0,0.011370036396228361
2021-07-30,26.969999313354492,28.280000686645508,26.75,27.110000610351562,27.110000610351562,1087600,STEM,0.022482532343466366,0.0,0.00674475970303991
2021-08-02,27.40999984741211,27.649999618530273,26.600000381469727,26.6200008392334,26.6200008392334,1401400,STEM,0.02508357390761036,0.0,0.007525072172283108
2021-08-03,26.84000015258789,28.09000015258789,26.600000381469727,27.889999389648438,27.889999389648438,1533700,STEM,0.02597432582194311,0.0,0.007792297746582933
2021-08-04,27.459999084472656,27.799999237060547,26.899999618530273,27.579999923706055,27.579999923706055,1303700,STEM,0.03494643516808275,0.0,0.010483930550424824
2021-08-05,27.889999389648438,27.972999572753906,26.889999389648438,26.969999313354492,26.969999313354492,1303300,STEM,0.02676430749617912,0.0,0.008029292248853735
2021-08-06,27.209999084472656,27.43000030517578,26.670000076293945,27.0,27.0,1248500,STEM,0.03226621084904381,0.0,0.009679863254713143
2021-08-09,27.049999237060547,28.440000534057617,26.809999465942383,27.950000762939453,27.950000762939453,1411400,STEM,0.029011951804711326,0.0,0.008703585541413398
2021-08-10,29.100000381469727,29.450000762939453,27.739999771118164,28.360000610351562,28.360000610351562,2200100,STEM,0.027381901373307677,0.0,0.008214570411992302
2021-08-11,28.5,28.565000534057617,26.639999389648438,26.860000610351562,26.860000610351562,2636500,STEM,0.028138592970510225,0.0,0.008441577891153067
2021-08-12,25.360000610351562,25.8700008392334,22.579999923706055,24.260000228881836,24.260000228881836,8644800,STEM,0.027540185464086465,0.0,0.008262055639225939
2021-08-13,23.809999465942383,24.760000228881836,23.506000518798828,23.709999084472656,23.709999084472656,2195700,STEM,0.03426891667780145,0.0,0.010280675003340435
2021-08-16,23.729999542236328,23.729999542236328,22.559999465942383,22.649999618530273,22.649999618530273,2725700,STEM,0.031260144854529784,0.0,0.009378043456358934
2021-08-17,22.290000915527344,23.68000030517578,22.06100082397461,22.700000762939453,22.700000762939453,2063500,STEM,0.03364293630270727,0.0,0.01009288089081218
2021-08-18,22.56999969482422,23.479999542236328,22.030000686645508,22.649999618530273,22.649999618530273,1901100,STEM,0.033440638907945894,0.0,0.010032191672383768
2021-08-19,22.389999389648438,22.530000686645508,21.190000534057617,21.34000015258789,21.34000015258789,2302000,STEM,0.027923249092766035,0.0,0.008376974727829811
2021-08-20,21.299999237060547,21.950000762939453,21.065000534057617,21.43000030517578,21.43000030517578,2193600,STEM,0.027250874008876616,0.0,0.008175262202662984
2021-08-23,22.790000915527344,24.079999923706055,22.399999618530273,23.700000762939453,23.700000762939453,4781700,STEM,0.035206143444045185,0.0,0.010561843033213555
2021-08-24,23.969999313354492,24.809999465942383,23.559999465942383,24.709999084472656,24.709999084472656,2529800,STEM,0.06508099092140468,0.0,0.019524297276421403
2021-08-25,24.899999618530273,25.1299991607666,24.1299991607666,24.8700008392334,24.8700008392334,2067600,STEM,0.03617581378940818,0.0,0.010852744136822454
2021-08-26,24.8700008392334,25.857999801635742,24.68000030517578,24.8799991607666,24.8799991607666,1783100,STEM,0.0472155522718877,0.0,0.01416466568156631
2021-08-27,25.040000915527344,25.5049991607666,24.400999069213867,25.31999969482422,25.31999969482422,1669700,STEM,0.032819576133207455,0.0,0.009845872839962235
2021-08-30,25.399999618530273,25.6299991607666,24.729999542236328,24.959999084472656,24.959999084472656,1946800,STEM,0.03461044558200081,0.0,0.010383133674600243
2021-08-31,24.75,25.200000762939453,24.700000762939453,24.989999771118164,24.989999771118164,1695300,STEM,0.030645359899265548,0.0,0.009193607969779664
2021-09-01,25.049999237060547,25.420000076293945,24.450000762939453,25.219999313354492,25.219999313354492,1716000,STEM,0.02655153306243074,0.0,0.007965459918729222
2021-09-02,25.450000762939453,25.860000610351562,25.040000915527344,25.700000762939453,25.700000762939453,2039300,STEM,0.02077946065755449,0.0,0.006233838197266347
2021-09-03,25.700000762939453,26.0,25.049999237060547,25.530000686645508,25.530000686645508,1463600,STEM,0.01894423763651691,0.0,0.0056832712909550736
2021-09-07,25.5,26.072999954223633,24.68000030517578,24.739999771118164,24.739999771118164,2047500,STEM,0.02479542376106839,0.0,0.007438627128320516
2021-09-08,25.094999313354492,25.094999313354492,23.280000686645508,23.559999465942383,23.559999465942383,2089300,STEM,0.00990964049700659,0.0,0.002972892149101977
2021-09-09,23.450000762939453,23.739999771118164,23.030000686645508,23.229999542236328,23.229999542236328,1827700,STEM,0.026767756727121342,0.0,0.008030327018136402
2021-09-10,23.540000915527344,23.559999465942383,22.350000381469727,22.440000534057617,22.440000534057617,2755300,STEM,0.020770406426331153,0.0,0.006231121927899346
2021-09-13,22.540000915527344,23.34000015258789,22.25,22.920000076293945,22.920000076293945,2683900,STEM,0.037996728059528216,0.0,0.011399018417858465
2021-09-14,22.950000762939453,23.079999923706055,22.155000686645508,22.360000610351562,22.360000610351562,2031600,STEM,0.03601089083172571,0.0,0.010803267249517714
2021-09-15,22.25,22.459999084472656,21.739999771118164,22.360000610351562,22.360000610351562,2374000,STEM,0.03755695111439479,0.0,0.011267085334318437
2021-09-16,22.299999237060547,23.885000228881836,22.045000076293945,23.739999771118164,23.739999771118164,2398100,STEM,0.0319172515700037,0.0,0.00957517547100111
2021-09-17,24.309999465942383,25.979999542236328,24.09000015258789,25.940000534057617,25.940000534057617,8552600,STEM,0.05080655091737471,0.0,0.015241965275212412
2021-09-20,24.440000534057617,25.010000228881836,23.68000030517578,24.31999969482422,24.31999969482422,2887600,STEM,0.07042520341375164,0.0,0.02112756102412549
2021-09-21,24.420000076293945,25.450000762939453,24.100000381469727,25.219999313354492,25.219999313354492,1648000,STEM,0.024832738168534256,0.0,0.007449821450560276
2021-09-22,25.520000457763672,26.059999465942383,25.139999389648438,25.719999313354492,25.719999313354492,1526100,STEM,0.026503890560041286,0.0,0.007951167168012386
2021-09-23,25.96500015258789,26.239999771118164,25.350000381469727,26.049999237060547,26.049999237060547,1043300,STEM,0.0399581332348233,0.0,0.01198743997044699
2021-09-24,25.770000457763672,26.049999237060547,24.969999313354492,25.299999237060547,25.299999237060547,1071900,STEM,0.03687112175185759,0.0,0.011061336525557276
2021-09-27,25.260000228881836,26.549999237060547,25.020000457763672,26.260000228881836,26.260000228881836,1550800,STEM,0.034115414610427545,0.0,0.010234624383128263
